Year,Venue,Title,Authors,DOI,Citations
2020,T-VT,Broad Echo State Network for Channel Prediction in MIMO-OFDM Systems,Yongbo Sui; Yigang He; Tongtong Cheng; Yuan Huang; Shuguang Ning,https://doi.org/10.1109/tvt.2020.3025913,15
2022,T-VT,Cascade Modular Path Following Control Strategy for Gantry Virtual Track Train: Time-Delay Stability and Forward Predictive Model,Han Leng; Lihui Ren; Yuanjin Ji,https://doi.org/10.1109/tvt.2022.3167921,15
2018,RAL,Delay Compensation for a Telepresence System With 3D 360 Degree Vision Based on Deep Head Motion Prediction and Dynamic FoV Adaptation,Tamay Aykut; Mojtaba Karimi; Christoph Burgmair; Andreas Finkenzeller; Christoph Bachhuber,https://doi.org/10.1109/lra.2018.2864359,15
2016,T-CST,Predictor Observers for Proportional Navigation Systems Subjected to Seeker Delay,John Charles Holloway; Miroslav Krstić,https://doi.org/10.1109/tcst.2016.2526666,15
2021,T-CST,Predictor-Based Control for a Flexible Satellite Subject to Output Time Delay,Yonghao Ma; Xiuyu He; Mou Chen; Wei He,https://doi.org/10.1109/tcst.2021.3109270,15
2022,UnmannedSys,Affine Formation Control of General Linear Multi-Agent Systems with Delays,Jianan Wang; Xiangjun Ding; Chunyan Wang; Zongyu Zuo; Zhengtao Ding,https://doi.org/10.1142/s2301385023410017,15
2018,JAS,Predictive tracking control of network-based agents with communication delays,Tianyong Zhang; Shuai Liu,https://doi.org/10.1109/jas.2017.7510868,15
2018,NonlinDyn,Robust predictive scheme for input delay systems subject to nonlinear disturbances,Shang Shi; Shengyuan Xu; Yongmin Li; Yu‐Ming Chu; Zhengqiang Zhang,https://doi.org/10.1007/s11071-018-4243-9,14
2018,T-II,Data-Based Predictive Hybrid Driven Control for a Class of Imperfect Networked Systems,Truong Q. Dinh; James Marco; David Greenwood; Kyoung Kwan Ahn; Jong Il Yoon,https://doi.org/10.1109/tii.2018.2799081,14
2025,T-ITS,Flight Delay Prediction: A Dissecting Review of Recent Studies Using Machine Learning,Sebastian Wandelt; Xinyue Chen; Xiaoqian Sun,https://doi.org/10.1109/tits.2025.3528536,14
2023,T-CST,Robustness Analysis of a Distributed Adaptive Model Predictive Control for Connected and Automated Vehicles Against Delays,Enrico Landolfi; Alessandro Salvi; Alfredo Troiano; Ciro Natale,https://doi.org/10.1109/tcst.2023.3345175,14
2021,JAS,Pseudo-Predictor Feedback Control for Multiagent Systems with Both State and Input Delays,Qingsong Liu,https://doi.org/10.1109/jas.2021.1004180,14
2015,T-AC,Nonlinear Predictor Feedback for Input-Affine Systems With Distributed Input Delays,Anton Ponomarev,https://doi.org/10.1109/tac.2015.2496191,13
2020,T-AC,Predictor-Based Output-Feedback Control of Linear Stochastic Systems With Large I/O Delays,Filippo Cacace; Alfredo Germani; Costanzo Manes; Marco Papi,https://doi.org/10.1109/tac.2020.2974442,13
2021,IJRNC,Observer‐based predictor for a susceptible‐infectious‐recovered model with delays: An optimal‐control case study,Fernando Castaños; Sabine Mondié,https://doi.org/10.1002/rnc.5522,13
2023,IJRNC,Predictive output feedback control of networked control system with Markov DoS attack and time delay,Li Qiu; Caixia Xiang; Yidan Wen; Marzieh Najariyan; Chengxiang Liu,https://doi.org/10.1002/rnc.6572,13
2023,T-VT,Predicted Trajectory Guidance Control Framework of Teleoperated Ground Vehicles Compensating for Delays,Qiang Zhang; Zhouli Xu; Yihang Wang; Lingfang Yang; Xiaolin Song,https://doi.org/10.1109/tvt.2023.3269517,13
2016,T-CST,Truncated Predictor Feedback Control for Active Magnetic Bearing Systems With Input Delay,Se Young Yoon; Long Di; Parinya Anantachaisilp; Zongli Lin,https://doi.org/10.1109/tcst.2016.2521801,13
2017,J.Aircraft,Numerical Simulations of the F-16XL at Flight-Test Conditions Using Delayed Detached-Eddy Simulation,Andrew J. Lofthouse; Russell M. Cummings,https://doi.org/10.2514/1.c034045,13
2018,CEP,Model-free and time-constant prediction for closed-loop systems with time delay,Mateusz Saków; K. Marchelek,https://doi.org/10.1016/j.conengprac.2018.08.021,13
2018,T-AC,Neumann Boundary Stabilization of One-Dimensional Linear Parabolic Systems With Input Delay,Hideki Sano,https://doi.org/10.1109/tac.2018.2791470,12
2022,T-AC,A Predictor Based Linearization Approach for Local Stabilization of Nonlinear Systems With Input Delay,Xueliang Liu; Wei Lin,https://doi.org/10.1109/tac.2022.3201007,12
2020,Automatica,Sequential predictors for delay compensation for discrete time systems with time-varying delays,Frédéric Mazenc; Michael Malisoff; Indra Bhogaraju,https://doi.org/10.1016/j.automatica.2020.109188,12
2023,Automatica,A fundamental matrix based approach to design predictor-based control laws for discrete-time systems with state and input delays,Ai‐Guo Wu,https://doi.org/10.1016/j.automatica.2023.111145,12
2019,IJRNC,"Bounded consensus for multiagent systems by event‐triggered data transmission, time delay, and predictor‐based control",Yanliang Cui; Lanlan Xu,https://doi.org/10.1002/rnc.4809,12
2020,IJRNC,Observer‐predictor feedback for consensus of discrete‐time multiagent systems with both state and input delays,Qingsong Liu,https://doi.org/10.1002/rnc.4977,12
2021,IJRNC,Critical parameters for the robust stabilization of the inverted pendulum with reaction delay: State feedback versus predictor feedback,Balazs A. Kovacs; Tamás Insperger,https://doi.org/10.1002/rnc.5649,12
2020,JFI,Prediction-based approach to stabilization of 2-D continuous-time Roesser systems with directional input delays,Hieu Trinh; Le Van Hien,https://doi.org/10.1016/j.jfranklin.2020.02.019,12
2023,T-Mech,Predictive Gradient Based Control Using Hammerstein Model for MEMS Micromirrors,Guo Chai; Yonghong Tan; Qingyuan Tan; Ruili Dong; Xichi Long,https://doi.org/10.1109/tmech.2023.3317051,12
2024,T-II,Cooperative Tracking Control of Networked Multiagent Systems: A Dual-Prediction Plus Correction Approach,Zhong‐Hua Pang; Tao Du; Shengnan Gao; Qing‐Long Han; Shuai Liu,https://doi.org/10.1109/tii.2024.3441648,12
2023,T-ITS,Latency Compensation and Prediction for Wireless Train to Ground Communication Network Based on Hybrid LSTM Model,Jiajun Duan; Xiong Wei; Jiahua Zhou; Tingting Wang; Xuechao Ge,https://doi.org/10.1109/tits.2023.3312695,12
2017,T-VT,Energy Efficient Beaconing Control Strategy Based on Time-Continuous Markov Model in DTNs,En Wang; Yongjian Yang; Jie Wu,https://doi.org/10.1109/tvt.2017.2670620,12
2004,Automatica,An innovation approach to H$infin; prediction for continuous-time systems with application to systems with delayed measurements*1,H ZHANG,https://doi.org/10.1016/s0005-1098(04)00070-6,11
2020,Automatica,Predictor-feedback synthesis in coordinate-free formation control under time-varying delays,Antonio González; Rosario Aragüés; Gonzalo López‐Nicolás; Carlos Sagüés,https://doi.org/10.1016/j.automatica.2020.108811,11
2022,Automatica,Newton-series-based observer–predictor control for disturbed input-delayed discrete-time systems,Thiago Alves Lima; Valessa V. Viana; Bismark C. Torrico; Fabrício G. Nogueira; Diego de S. Madeira,https://doi.org/10.1016/j.automatica.2022.110624,11
2018,IJRNC,A delay‐independent output feedback for linear systems with time‐varying input delay,Yusheng Wei; Zongli Lin,https://doi.org/10.1002/rnc.4059,11
2019,IJRNC,Anti‐windup design of active disturbance rejection control for sampled systems with input delay,Xinpeng Geng; Tao Liu; Shoulin Hao; Chongquan Zhong; Qing‐Guo Wang,https://doi.org/10.1002/rnc.4838,11
2021,IJRNC,Predictor feedback and integrator backstepping of linear systems with distributed unbounded delays,Xiang Xu; Lu Liu; Miroslav Krstić; Gang Feng,https://doi.org/10.1002/rnc.5810,11
2021,IJRNC,Robust output feedback model predictive control of time‐delayed systems using interval observers,Alex dos Reis de Souza; Denis Efimov; Tarek Raïssi,https://doi.org/10.1002/rnc.5874,11
2022,NonlinDyn,Finite-time $${H}_{\infty }$$ predictive control for stochastic networked control systems with delays and packet dropouts,Tingting Jiang; Yuping Zhang; Shouming Zhong; Jie Bao; Kaibo Shi,https://doi.org/10.1007/s11071-022-07674-2,11
2022,NonlinDyn,Truncated predictor stabilization control for interconnected nonlinear systems with time-varying input delay,Liuliu Zhang; Songsong Liu; Changchun Hua,https://doi.org/10.1007/s11071-021-07126-3,11
2024,NonlinDyn,Distributed consensus of nonlinear stochastic multi-agent systems with input and output delays via predictive control,Dinglin Deng; Ping He; Peng Shi; Levente Kovács,https://doi.org/10.1007/s11071-024-10094-z,11
2020,JFI,A networked predictive controller for linear multi-agent systems with communication time delays,Dongliang Chen; Shuai Liu,https://doi.org/10.1016/j.jfranklin.2020.07.020,11
2024,T-ITS,Game-Theoretic Driver-Automation Cooperative Steering Control on Low-Adhesion Roads With Driver Neuromuscular Delay,Jun Liu; Hongyan Guo; Qingyu Meng; Wanqing Shi; Zhenhai Gao,https://doi.org/10.1109/tits.2024.3354821,11
2024,T-ITS,A Spatio-Temporal Approach With Self-Corrective Causal Inference for Flight Delay Prediction,Qihui Zhu; Shenwen Chen; Tong Guo; Yisheng Lv; Wenbo Du,https://doi.org/10.1109/tits.2024.3443261,11
2017,T-VT,Exploiting Active Sub-areas for Multi-copy Routing in VDTNs,Bo Wu; Haiying Shen; Kang Chen,https://doi.org/10.1109/tvt.2017.2780228,11
2020,T-CST,A Nonuniform Delay-Coordinate Embedding-Based Multiscale Predictor for Blast Furnace Systems,Chuanhou Gao; Qiuqiang Lin; Jiasheng Ni; Wei Guo; Qihui Li,https://doi.org/10.1109/tcst.2020.3023072,11
2016,T-AC,A New Prediction Scheme for Input Delay Compensation in Restricted-Feedback Linearizable Systems,William Pasillas-Lépine; Antonio Lorı́a; Trong-Bien Hoang,https://doi.org/10.1109/tac.2016.2531042,10
2018,T-AC,Stabilization of Nonlinear Systems With Time-Varying Input and State Delays by Approximate Predictor,Kun‐Zhi Liu; Xi‐Ming Sun,https://doi.org/10.1109/tac.2018.2793942,10
2021,Automatica,Adaptive delay compensation for consensus control under switching topologies by observer–predictor,Ran Huang; Zhengtao Ding,https://doi.org/10.1016/j.automatica.2021.109811,10
2024,Automatica,Trivariant fundamental matrices and predictor based feedback control laws for discrete-time linear systems with variant state-delays,Ai‐Guo Wu; Jie Zhang; Jie Mei,https://doi.org/10.1016/j.automatica.2024.112018,10
2018,IJRNC,Delay compensation for linear systems with both state and distinct input delays,Qingsong Liu; Bin Zhou,https://doi.org/10.1002/rnc.4246,10
2021,IJRNC,Adaptive tracking of uncertain nonlinear systems under different types of input delays with urban traffic perimeter control application,Jack Haddad; Boris Mirkin,https://doi.org/10.1002/rnc.5680,10
2022,JFI,Contraction-based model predictive control for stochastic nonlinear discrete-time systems with time-varying delays via multi-dimensional Taylor network,Guobiao Wang; Hong‐Sen Yan,https://doi.org/10.1016/j.jfranklin.2022.12.024,10
2002,T-Mech,Predictive control with enhanced robustness for precision positioning in frictional environment,Chi-Cheng Cheng; Cheng‐Yi Chen; George T.‐C. Chiu,https://doi.org/10.1109/tmech.2002.802715,10
2020,T-IE,A Novel Current Controller for Grid-Connected Voltage-Source-Inverters,Hua F. Xiao; Mingming Li; Liliang Wu; Ming Cheng,https://doi.org/10.1109/tie.2019.2962441,10
2022,T-ITS,Optimal Traffic Signal Control of Isolated Oversaturated Intersections Using Predicted Demand,Reza Mohajerpoor; Chen Cai; Mohsen Ramezani,https://doi.org/10.1109/tits.2022.3209606,10
2023,T-VT,Cloud Control of Connected Vehicle Under Both Communication-Induced Sensing and Control Delay: A Prediction Method,Jian Pan; Qing Xu; Keqiang Li; Jianqiang Wang,https://doi.org/10.1109/tvt.2023.3248870,10
2011,J.Aircraft,Predicting Arrival Delays: An Application of Spatial Analysis,Tony Diana,https://doi.org/10.2514/1.c031050,10
2024,ESWA,A novel dynamic grey multivariate prediction model for multiple cumulative time-delay shock effects and its application in energy emission forecasting,Xuemei Li; Beijia Zhang; Yufeng Zhao; Yi Zhang; Shiwei Zhou,https://doi.org/10.1016/j.eswa.2024.124081,10
2014,T-AC,Evaluating and Approximating FIR Filters: An Approach Based on Functions of Matrices,Wim Michiels; Hakkı Ulaş Ünal,https://doi.org/10.1109/tac.2014.2326295,9
2019,JFI,Tracking control algorithms for plants with input time-delays based on state and disturbance predictors and sub-predictors,Igor B. Furtat; П. А. Гущин,https://doi.org/10.1016/j.jfranklin.2019.03.013,9
2021,JFI,Stabilization of time delay systems with saturations via PDE predictor boundary control design,P. Selvaraj; Oh‐Min Kwon; Seung-Hoon Lee; R. Sakthivel,https://doi.org/10.1016/j.jfranklin.2021.09.011,9
2024,T-Mech,Minimum Error Entropy Robust Delay Filter for Multi-AUV Cooperative Localization,Xiaoyu Wang; Bo Xu; Yu Guo,https://doi.org/10.1109/tmech.2024.3435128,9
2024,T-IE,FCS-MPC With Improved Prediction for Suppressing Torque and Current Pulsations of Switched Reluctance Motors,Xiaodong Sun; Yilong Wen; Yiliang Zhu; Lei Zhang; Ming Yao,https://doi.org/10.1109/tie.2024.3515281,9
2023,T-II,Predictor-Based Extended State Observer for Decentralized Event-Triggered Control of Large-Scale Systems With Input and Output Delays,Jiankun Sun; Zhigang Zeng,https://doi.org/10.1109/tii.2023.3313670,9
2024,T-II,Distributed Predictive Control for Networked DC Microgrids With Communication Delays and Packet Dropouts,Xiaoran Dai; Shuai Liu; Wenshan Hu; Qijun Deng; Zhongcheng Lei,https://doi.org/10.1109/tii.2024.3498095,9
2001,T-VT,Power control in feedback communications over a fading channel,I. Saarinen; Aarne Mämmelä; Pertti Järvensivu; K. Ruotsalainen,https://doi.org/10.1109/25.950324,9
2023,ESWA,Prediction of departure delays at original stations using deep learning approaches: A combination of route conflicts and rolling stock connections,Zhongcan Li; Ping Huang; Chao Wen; Jie Li; Filipe Rodrigues,https://doi.org/10.1016/j.eswa.2023.120500,9
2015,T-AC,Reduction-Based Robustness Analysis of Linear Predictor Feedback for Distributed Input Delays,Anton Ponomarev,https://doi.org/10.1109/tac.2015.2437520,8
2019,IJRNC,Disturbance‐prediction–based control of input time delay systems for rejection of unknown frequency disturbances,Xinyu Wen; Peng Yan,https://doi.org/10.1002/rnc.4770,8
2020,T-IE,Lyapunov Redesign for Input and State Delays Systems by Using Optimal Predictive Control and Ultimate Bound Approaches: Theory and Experiments,Omar‐Jacobo Santos‐Sánchez; Rodrigo-Edgardo Velasco-Rebollo; Liliam Rodríguez‐Guerrero; Patricio Ordaz; Carlos Cuvas,https://doi.org/10.1109/tie.2020.3040678,8
2022,T-ITS,What Do We Know When? Modeling Predictability of Transit Operations,Beda Büchel; Francesco Corman,https://doi.org/10.1109/tits.2022.3145243,8
2022,T-ITS,Prediction-Based Preview Control of Motion Platform With Time Delay,Seong-Min Lee; Hungsun Son,https://doi.org/10.1109/tits.2022.3205656,8
2023,T-ITS,Consensus of Linear Discrete-Time Connected Autonomous Vehicle Systems With Time Delays and Multiplicative Noise,Liu Guang-ming; Yonggui Liu; Xuhuan Xie,https://doi.org/10.1109/tits.2023.3330823,8
2024,T-ITS,A Heterogeneous Graph Convolution Based Method for Short-Term OD Flow Completion and Prediction in a Metro System,Jiexia Ye; Juanjuan Zhao; Furong Zheng; Chengzhong Xu,https://doi.org/10.1109/tits.2024.3467094,8
2024,T-ITS,Multi-Step Regression Network With Attention Fusion for Airport Delay Prediction,Zhenchun Wei; Siwei Zhu; Zengwei Lyu; Yan Qiao; Xiaohui Yuan,https://doi.org/10.1109/tits.2023.3345630,8
2021,T-VT,Analysis and Design of Drivetrain Control for the AEV With Network-Induced Compounding-Construction Loop Delays,Wanke Cao; Lecheng Wang; Jianwei Li; Chunlei Peng; Jiaming Zhou,https://doi.org/10.1109/tvt.2021.3077355,8
2023,T-CST,Lifelong Learning Meets Dynamic Processes: An Emerging Streaming Process Prediction Framework With Delayed Process Output Measurement,Tong Liu; Sheng Chen; Po Yang; Yunpeng Zhu; Mehmet Mercangöz,https://doi.org/10.1109/tcst.2023.3312850,8
2024,ESWA,Prediction of ATFM impact for individual flights: A machine learning approach,Sergi Mas-Pujol; Luis Delgado,https://doi.org/10.1016/j.eswa.2024.124146,8
2025,ESWA,Overcoming time delays challenges: Decomposition–Reconstruction approaches for time-series TBM performance predictions,Chao Li; Shuying Wang; Tongming Qu; Xiangcou Zheng; Xuemin Zhang,https://doi.org/10.1016/j.eswa.2025.127739,8
2022,Automatica,Predictor-feedback stabilization of two-input nonlinear systems with distinct and state-dependent input delays,Yan Zhao; Huijun Gao; Shengyuan Xu; Yonggui Kao,https://doi.org/10.1016/j.automatica.2022.110479,7
2024,Automatica,Robustness of reaction–diffusion PDEs predictor-feedback to stochastic delay perturbations,Dandan Guan; Jie Qi; Mamadou Diagne,https://doi.org/10.1016/j.automatica.2024.111784,7
2021,IJRNC,Robust model predictive control of uncertain nonlinear time‐delay systems via control contraction metric technique,Zheng‐Yi Duan; Caisheng Wei; Wei Xie,https://doi.org/10.1002/rnc.5452,7
2023,IJRNC,Optimal security control for networked switched systems with a state‐prediction‐based anti‐DoS mechanism,Yiwen Qi; Honglin Geng; Ning Xing; Jie Huang; Yanwei Huang,https://doi.org/10.1002/rnc.6860,7
2024,NonlinDyn,Learn from one and predict all: single trajectory learning for time delay systems,Xunbi A. Ji; Gábor Orosz,https://doi.org/10.1007/s11071-023-09206-y,7
2024,NonlinDyn,Dynamic mode decomposition with optimal amplitude and time-delay embedding for reconstruction and prediction of local measurements,Sishi Cao; Zhifei Zhang; Quanzhou Zhang; Yansong He,https://doi.org/10.1007/s11071-024-09554-3,7
2020,JFI,Anti-windup strategy for processes with multiple delays: A predictor-based approach,Tito L.M. Santos; Taniel S. Franklin; Bismark C. Torrico,https://doi.org/10.1016/j.jfranklin.2020.12.022,7
2024,JFI,Truncated predictive control for delayed cyber–physical systems under deception attacks,S. Anusuya; R. Sakthivel; Ardashir Mohammadzadeh; Oh‐Min Kwon,https://doi.org/10.1016/j.jfranklin.2024.107361,7
2016,T-IE,Communication-Aware Bandwidth-Optimized Predictive Control of Motor Drives in Electric Vehicles,Davide Quaglia; Riccardo Muradore,https://doi.org/10.1109/tie.2016.2558485,7
2017,AST,Ionospheric delay prediction and code-carrier divergence testing for GBAS using neural network and GPS L1,İrfan Sayım; Haoxiang Lang; Dan Zhang,https://doi.org/10.1016/j.ast.2017.07.039,7
2024,T-ITS,Latency-Free Driving Scene Prediction for On-Road Teledriving With Future-Image-Generation,Kang-Won Lee; Dae-Kwan Ko; Yong-Jun Kim; Jee-Hwan Ryu; Soo‐Chul Lim,https://doi.org/10.1109/tits.2024.3435481,7
2023,T-VT,Performance of Successive Reference Pose Tracking vs Smith Predictor Approach for Direct Vehicle Teleoperation Under Variable Network Delays,Jai Prakash; Michele Vignati; Edoardo Sabbioni,https://doi.org/10.1109/tvt.2023.3339877,7
2020,T-AC,Stabilization of Distributed Parameter Systems With Delays in the Boundary Based on Predictors,Dongyi Liu; Qingcong Wang; Genqi Xu,https://doi.org/10.1109/tac.2020.3035586,6
2022,NonlinDyn,Analytical prediction of delayed Hopf bifurcations in a simplified stochastic model of reed musical instruments,Baptiste Bergeot; Christophe Vergez,https://doi.org/10.1007/s11071-021-07104-9,6
2017,JFI,Digital redesign of analog smith predictor for systems with long input time delays,Linbo Xie; Leang‐San Shieh; Jason Sheng-Hong Tsai; Shu‐Mei Guo; Alex C. Dunn,https://doi.org/10.1016/j.jfranklin.2017.07.014,6
2019,JFI,Delays compensation for an atmospheric sliced tomatoes dehydration process via state predictors,Omar‐Jacobo Santos‐Sánchez; Sabine Mondié; Liliam Rodríguez‐Guerrero; José-Carlos Carmona-Rosas,https://doi.org/10.1016/j.jfranklin.2019.09.036,6
2025,T-II,Temporal Re-Attention LSTM for Multivariate Prediction in Industrial Heating Process With Large Time Delays,Yifeng Pan; Chengqian Zhang; Ruoxiang Gao; Zhengchuan Guo; Yiming Chen,https://doi.org/10.1109/tii.2025.3528528,6
2025,T-II,Advancing Industrial Process Control With Deep Learning-Enhanced Model Predictive Control for Nonlinear Time-Delay Systems,Xiaoming Wang; Chaobo Zhang; Yiqi Liu; Xiaojun Liang; Chunhua Yang,https://doi.org/10.1109/tii.2025.3567401,6
2021,AST,Predictor-based pose stabilization control for unmanned vehicles on SE(3) with actuator delay and saturation,Xiuhui Peng; Yijia Zhou; Jianlan Yu; Kexin Guo; Zhiyong Geng,https://doi.org/10.1016/j.ast.2021.106942,6
2025,T-VT,String Stability Based Cloud Predictive Control of Vehicle Platoon With Random Time Delay,Fei Zhao; Huazhi Li; Jian Wang; Jiangkun Li,https://doi.org/10.1109/tvt.2025.3540551,6
2024,RAL,Position Prediction for Space Teleoperation With SAO-CNN-BiGRU-Attention Algorithm,Keli Wu; Haifei Chen; Lijun Li; Zhengxiong Liu; Haitao Chang,https://doi.org/10.1109/lra.2024.3498700,6
2025,T-CST,Empowering Autonomous Underwater Vehicles Using Learning-Based Model Predictive Control With Dynamic Forgetting Gaussian Processes,A. Amer; Mohit Mehndiratta; Yury Brodskiy; Erdal Kayacan,https://doi.org/10.1109/tcst.2025.3539218,6
2023,IJRNC,Sliding mode control for disturbance rejection and estimation under measurement delay with PDE‐backstepping predictor,Hardy Leonardo da Cunha Pereira Pinto; Tiago Roux Oliveira; Victor Hugo Pereira Rodrigues; Liu Hsu; Miroslav Krstić,https://doi.org/10.1002/rnc.7113,5
2024,IJRNC,New Predictor‐Based Anti‐Disturbance Control for Discrete‐Time Systems With Input Delay Subject to Time‐Varying Uncertainties,Shoulin Hao; R. Du; Tao Liu; Wojciech Paszke,https://doi.org/10.1002/rnc.7696,5
2024,IJRNC,Dominant‐pole placement for predictor synthesis,Bryan Rojas‐Ricca; Fernando Castaños; Sabine Mondié,https://doi.org/10.1002/rnc.7241,5
2017,T-Mech,A Model Compensation-Prediction Scheme for Control of Micromanipulation Systems With a Single Feedback Loop,Weize Zhang; Juntian Qu; Xuping Zhang; Xinyu Liu,https://doi.org/10.1109/tmech.2017.2721159,5
2024,T-IE,Cloud Control of Connected Vehicle Under Bidirectional Time-Varying Delay: An Application of Predictor–Observer Structured Controller,Jian Pan; Qing Xu; Keqiang Li; Chunying Yang; Jianqiang Wang,https://doi.org/10.1109/tie.2024.3355494,5
2024,T-IE,Robust Predictive Disturbance Observer-Based Repetitive Control for Time-Delay Systems With Application to CVCF Inverters,Wei Xiong; Zuo Wang; Jing Na; Baoyong Zhang; Shihua Li,https://doi.org/10.1109/tie.2024.3417982,5
2024,T-IE,Hybrid Approach to Train Delay Prediction: An Integration of Analytical Model and Deep Learning Techniques,Xingtang Wu; Wenbo Lian; Min Zhou; Hairong Dong; Fang Fang,https://doi.org/10.1109/tie.2024.3440505,5
2025,T-IE,Adaptive Smith Predictive Active Disturbance Rejection Control of Magnetic Suspended Rotor System Considering Time Delay,Chaowu Jin; Zhendong Hong; Gang Cui; Jin Zhou; Wenzheng Zhang,https://doi.org/10.1109/tie.2025.3544213,5
2024,T-II,Dynamic Sinter Quality Prediction Based on Time-Shifted State Space Reconstruction,Wei Liu; Cailian Chen; Yao Li; Xuehan Bai; Baocong Zhang,https://doi.org/10.1109/tii.2024.3485676,5
2024,T-II,Deep Learning Framework for Collaborative Variable Time Delay Estimation and Uncertainty Quantification in Industrial Quality Prediction,Liyi Yu; Wen Yu; Yao Jia; Tianyou Chai,https://doi.org/10.1109/tii.2024.3495788,5
2024,T-II,Virtual Unmodeled Dynamics Robust Predictive Control With Time-Delay Compensation for Automobile Air Conditioning Process,Bo Peng; Huiyuan Shi; Chengli Su; Jiangtao Cao; Ping Li,https://doi.org/10.1109/tii.2024.3428838,5
2025,T-VT,Zak-OTFS With Interleaved Pilots to Extend the Region of Predictable Operation,Jinu Jayachandran; Imran Ali Khan; Saif Khan Mohammed; Ronny Hadani; A. Chockalingam,https://doi.org/10.1109/tvt.2025.3579394,5
2006,JIRS,A Comparison of Fuzzy and CPWL Approximations in the Continuous-time Nonlinear Model-predictive Control of Time-delayed Wiener-type Systems,Simon Oblak; Igor Škrjanc,https://doi.org/10.1007/s10846-006-9075-z,5
2023,JIRS,Multi-Stage NMPC for a MAV based Collision Free Navigation Under Varying Communication Delays,Andreas Papadimitriou; Hedyeh Jafari; Sina Sharif Mansouri; George Nikolakopoulos,https://doi.org/10.1007/s10846-023-01818-1,5
2019,JAS,Stabilization of the cascaded ODE-Schrodinger equations subject to observation with time delay,Aye Aye Than; Jun‐Min Wang,https://doi.org/10.1109/jas.2019.1911588,5
2024,ESWA,The deep continual learning framework for prediction of blast-induced overbreak in tunnel construction,Biao He; Jialu Li; Danial Jahed Armaghani; Huzaifa Hashim; Xuzhen He,https://doi.org/10.1016/j.eswa.2024.125909,5
2018,IJRNC,Adaptation in truncated predictor feedback to overcome uncertainty in the delay,Yusheng Wei; Zongli Lin,https://doi.org/10.1002/rnc.4072,4
2020,IJRNC,Weighted predictor‐feedback formation control in local frames under time‐varying delays and switching topology,Antonio González; Rosario Aragüés; Gonzalo López‐Nicolás; Carlos Sagüés,https://doi.org/10.1002/rnc.4954,4
2020,IJRNC,A delay‐independent output feedback law for discrete‐time linear systems with bounded unknown input delay,Yusheng Wei; Zongli Lin,https://doi.org/10.1002/rnc.5374,4
2022,IJRNC,Prediction schemes for disturbance attenuation of discrete‐time linear systems with delayed input and delay‐free input,Yu Wang; Ai‐Guo Wu,https://doi.org/10.1002/rnc.6110,4
2023,IJRNC,Predictor‐based switching control for networked systems,Yanliang Cui; Lanlan Xu,https://doi.org/10.1002/rnc.6849,4
2023,IJRNC,State observer‐based predictive proportional‐integral tracking control for fuzzy input time‐delay systems,R. Sakthivel; N. Shobana; S. Priyanka; Oh‐Min Kwon,https://doi.org/10.1002/rnc.6681,4
2024,IJRNC,Output feedback H∞$$ {H}_{\infty } $$ control of linear systems with infinite distributed input delays,Qianghui Zhou; Lu Liu; Gang Feng,https://doi.org/10.1002/rnc.7342,4
2024,IJRNC,Distributed optimal output synchronization of heterogeneous multiagent systems with communication delays,Wei Zhao; Huaipin Zhang; Wenwu Yu,https://doi.org/10.1002/rnc.7369,4
2023,T-IE,Luminosity Sensing Application of Negative Group Delay Predictor,Blaise Ravelo; Mathieu Guérin; Lala Rajaoarisoa; Wenceslas Rahajandraibe,https://doi.org/10.1109/tie.2023.3321988,4
2023,T-VT,Lateral Stability Control of Buses: A Framework Considering the Steering Hysteresis Response Using Interleaved Predictive Control,Rui Fu; Bing Yang; Hailun Zhang; Eryuan Liu,https://doi.org/10.1109/tvt.2023.3306800,4
2024,T-VT,Deep Learning Supported Path Prediction and Channel Estimation for MIMO-OTFS System With High Delay Resolution,Daidong Ying; Feng Ye,https://doi.org/10.1109/tvt.2024.3493921,4
2025,T-VT,Reinforcement Learning-Based Low-Delay Data Collection in UAV-Assisted IoT for Secondary Geological Hazard Monitoring,Xiuwen Fu; Xiaoluoteng Song; Pasquale Pace; Gianluca Aloi; Giancarlo Fortino,https://doi.org/10.1109/tvt.2025.3554815,4
2025,T-VT,Distributed Cloud Model Predictive Control With Delay Compensation for Heterogeneous Vehicle Platoons,Jun-Xiao Zhao; Yaling Ma; Li Dai; Zhongqi Sun; Hanli Chen,https://doi.org/10.1109/tvt.2025.3555172,4
2024,CEP,"Enhanced control in time-delay processes: Diagnostic, monitoring, and self-tuning strategies for the filtered smith predictor in response to model-plant mismatch and abrupt load disturbances",Sergio Andres Castano Giraldo; Prı́amo A. Melo; Argimiro R. Secchi,https://doi.org/10.1016/j.conengprac.2024.105869,4
2022,T-AC,Predictive Feedback Control for Inventory Systems Subject to Delays and Constraints,Berna Bou Farraa; Rosa Abbou; Jean Jacques Loiseau,https://doi.org/10.1109/tac.2022.3217110,3
2022,Automatica,A generalized sequential subpredictor for input delayed systems under time-varying delay mismatches,Antonio González,https://doi.org/10.1016/j.automatica.2021.110116,3
2023,Automatica,Prediction-based control of multi-input linear systems subject to distinct unknown delays,Qin Fang; Zhengqiang Zhang,https://doi.org/10.1016/j.automatica.2023.111270,3
